nose_x,nose_y,neck_x,neck_y,Rshoulder_x,Rshoulder_y,Relbow_x,Relbow_y,Rwrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,Lear_y,class
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.54,0.65,0.52,0.67,0.51,0.67,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.0,0.0,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.57,0.57,0.57,0.65,0.55,0.65,0.52,0.67,0.0,0.0,0.0,0.0,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.55,0.5,0.0,0.0,0.57,0.52,0.0
0.55,0.5,0.56,0.57,0.54,0.57,0.51,0.61,0.51,0.63,0.57,0.57,0.57,0.63,0.54,0.63,0.52,0.67,0.49,0.67,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.0,0.0,0.55,0.5,0.55,0.5,0.56,0.5,0.0
0.56,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.57,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.55,0.5,0.0,0.0,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.56,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.54,0.65,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.52,0.5,0.54,0.57,0.51,0.57,0.49,0.61,0.49,0.63,0.56,0.57,0.56,0.65,0.51,0.65,0.51,0.67,0.49,0.67,0.49,0.76,0.54,0.7,0.52,0.7,0.0,0.0,0.0,0.0,0.52,0.5,0.0,0.0,0.55,0.5,0.0
0.55,0.5,0.56,0.57,0.54,0.57,0.52,0.61,0.52,0.63,0.57,0.57,0.57,0.65,0.54,0.65,0.52,0.67,0.49,0.67,0.49,0.76,0.56,0.67,0.54,0.7,0.0,0.0,0.0,0.0,0.55,0.5,0.55,0.5,0.56,0.5,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.54,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.67,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.54,0.5,0.54,0.57,0.51,0.57,0.49,0.61,0.49,0.63,0.56,0.57,0.56,0.63,0.52,0.65,0.51,0.65,0.48,0.67,0.49,0.76,0.55,0.67,0.52,0.7,0.0,0.0,0.52,0.5,0.54,0.5,0.52,0.5,0.55,0.5,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.0,0.0,0.57,0.52,0.0
0.56,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.54,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.67,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.56,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.57,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.52,0.67,0.0,0.0,0.0,0.0,0.56,0.67,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.0,0.0,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.54,0.65,0.54,0.67,0.51,0.67,0.49,0.76,0.56,0.67,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.5,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.57,0.57,0.57,0.65,0.54,0.65,0.52,0.67,0.0,0.0,0.0,0.0,0.56,0.67,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.5,0.56,0.57,0.54,0.57,0.52,0.61,0.52,0.63,0.59,0.57,0.57,0.63,0.55,0.63,0.54,0.65,0.51,0.67,0.49,0.76,0.56,0.67,0.54,0.7,0.0,0.0,0.0,0.0,0.56,0.5,0.55,0.5,0.57,0.5,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.54,0.65,0.54,0.67,0.49,0.67,0.49,0.76,0.56,0.67,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.5,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.54,0.65,0.52,0.67,0.51,0.67,0.49,0.76,0.56,0.67,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.0,0.0,0.57,0.52,0.0
0.54,0.5,0.54,0.57,0.51,0.57,0.49,0.61,0.49,0.63,0.56,0.57,0.56,0.63,0.52,0.65,0.51,0.65,0.48,0.67,0.49,0.76,0.55,0.67,0.52,0.7,0.0,0.0,0.52,0.5,0.54,0.5,0.52,0.5,0.55,0.5,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.56,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.54,0.5,0.55,0.57,0.52,0.57,0.5,0.61,0.5,0.63,0.57,0.57,0.57,0.63,0.52,0.65,0.52,0.67,0.49,0.67,0.49,0.76,0.55,0.7,0.54,0.7,0.0,0.0,0.0,0.0,0.54,0.5,0.0,0.0,0.56,0.5,0.0
0.52,0.5,0.54,0.57,0.51,0.57,0.49,0.61,0.49,0.63,0.56,0.57,0.56,0.63,0.51,0.65,0.51,0.67,0.49,0.67,0.49,0.76,0.55,0.67,0.52,0.7,0.0,0.0,0.0,0.0,0.52,0.5,0.0,0.0,0.55,0.5,0.0
0.54,0.5,0.54,0.57,0.51,0.57,0.49,0.61,0.49,0.63,0.56,0.57,0.56,0.63,0.52,0.65,0.51,0.65,0.48,0.67,0.49,0.76,0.55,0.67,0.52,0.7,0.0,0.0,0.52,0.5,0.54,0.5,0.52,0.5,0.55,0.5,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.52,0.52,0.54,0.57,0.51,0.57,0.49,0.61,0.49,0.63,0.56,0.57,0.56,0.65,0.52,0.65,0.51,0.65,0.48,0.67,0.49,0.76,0.55,0.67,0.52,0.7,0.0,0.0,0.51,0.5,0.52,0.5,0.0,0.0,0.55,0.5,0.0
0.52,0.52,0.54,0.57,0.51,0.57,0.49,0.61,0.49,0.63,0.56,0.57,0.56,0.63,0.51,0.65,0.51,0.67,0.49,0.67,0.49,0.76,0.54,0.7,0.52,0.72,0.0,0.0,0.52,0.5,0.52,0.5,0.0,0.0,0.55,0.5,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.52,0.67,0.0,0.0,0.0,0.0,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.0,0.0,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.52,0.67,0.0,0.0,0.0,0.0,0.56,0.67,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.0,0.0,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.54,0.65,0.52,0.67,0.0,0.0,0.0,0.0,0.56,0.67,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.0,0.0,0.57,0.52,0.0
0.56,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.52,0.67,0.0,0.0,0.0,0.0,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.0,0.0,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.52,0.67,0.0,0.0,0.0,0.0,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.54,0.65,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.56,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.56,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.52,0.67,0.0,0.0,0.0,0.0,0.56,0.67,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.0,0.0,0.57,0.52,0.0
0.52,0.52,0.54,0.57,0.51,0.57,0.49,0.61,0.49,0.63,0.56,0.57,0.56,0.65,0.52,0.65,0.51,0.67,0.48,0.67,0.49,0.76,0.55,0.67,0.52,0.7,0.0,0.0,0.51,0.5,0.52,0.5,0.0,0.0,0.55,0.5,0.0
0.56,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.54,0.65,0.52,0.67,0.51,0.67,0.49,0.76,0.56,0.67,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.0,0.0,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.54,0.5,0.54,0.57,0.51,0.57,0.49,0.61,0.49,0.63,0.56,0.57,0.56,0.63,0.51,0.65,0.51,0.65,0.48,0.67,0.49,0.76,0.55,0.67,0.52,0.7,0.0,0.0,0.52,0.5,0.54,0.5,0.52,0.5,0.55,0.5,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.54,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.52,0.52,0.54,0.57,0.51,0.57,0.5,0.61,0.49,0.63,0.56,0.57,0.56,0.63,0.52,0.65,0.51,0.67,0.49,0.67,0.49,0.76,0.55,0.67,0.52,0.7,0.5,0.76,0.52,0.5,0.52,0.5,0.0,0.0,0.55,0.5,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.56,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.57,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.56,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.56,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.0,0.0,0.57,0.52,0.0
0.56,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.57,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.55,0.5,0.0,0.0,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.54,0.5,0.54,0.57,0.51,0.57,0.5,0.61,0.49,0.63,0.56,0.57,0.56,0.63,0.52,0.65,0.51,0.65,0.49,0.67,0.49,0.76,0.55,0.67,0.52,0.7,0.0,0.0,0.52,0.5,0.54,0.5,0.52,0.5,0.55,0.5,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.0,0.0,0.57,0.52,0.0
0.56,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.56,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.52,0.5,0.54,0.57,0.51,0.57,0.49,0.61,0.49,0.63,0.56,0.57,0.56,0.65,0.51,0.65,0.51,0.67,0.49,0.67,0.49,0.76,0.54,0.7,0.52,0.7,0.0,0.0,0.0,0.0,0.52,0.5,0.0,0.0,0.55,0.5,0.0
0.55,0.52,0.56,0.57,0.54,0.57,0.51,0.63,0.52,0.63,0.59,0.57,0.57,0.65,0.55,0.65,0.54,0.67,0.52,0.7,0.49,0.76,0.56,0.7,0.54,0.7,0.0,0.0,0.55,0.5,0.56,0.5,0.55,0.5,0.57,0.52,0.0
0.0,0.0,0.59,0.65,0.63,0.61,0.0,0.0,0.0,0.0,0.51,0.65,0.46,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.54,0.5,0.0
0.52,0.52,0.59,0.65,0.63,0.61,0.0,0.0,0.0,0.0,0.51,0.65,0.46,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.5,0.0,0.0,0.56,0.5,0.0
0.0,0.0,0.59,0.63,0.63,0.61,0.0,0.0,0.0,0.0,0.51,0.65,0.46,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.52,0.55,0.52,0.0
0.51,0.52,0.59,0.63,0.62,0.61,0.0,0.0,0.0,0.0,0.51,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.5,0.0,0.0,0.55,0.5,0.0
0.0,0.0,0.59,0.63,0.63,0.61,0.0,0.0,0.0,0.0,0.51,0.65,0.45,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.55,0.5,0.0
0.52,0.52,0.59,0.63,0.63,0.61,0.0,0.0,0.0,0.0,0.51,0.65,0.46,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.5,0.0,0.0,0.56,0.5,0.0
0.52,0.52,0.59,0.63,0.62,0.61,0.0,0.0,0.0,0.0,0.51,0.65,0.46,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.5,0.0,0.0,0.55,0.5,0.0
0.0,0.0,0.59,0.65,0.63,0.61,0.0,0.0,0.0,0.0,0.51,0.65,0.46,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.54,0.5,0.0
0.0,0.0,0.59,0.63,0.63,0.61,0.0,0.0,0.0,0.0,0.51,0.65,0.46,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.55,0.5,0.0
0.52,0.52,0.59,0.65,0.63,0.61,0.0,0.0,0.0,0.0,0.51,0.65,0.46,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.5,0.0,0.0,0.56,0.5,0.0
0.0,0.0,0.59,0.63,0.62,0.61,0.0,0.0,0.0,0.0,0.51,0.65,0.45,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.52,0.52,0.0
0.0,0.0,0.59,0.63,0.62,0.61,0.0,0.0,0.0,0.0,0.51,0.65,0.45,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.52,0.52,0.0
0.0,0.0,0.57,0.65,0.62,0.61,0.0,0.0,0.0,0.0,0.51,0.65,0.45,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.54,0.52,0.0
0.0,0.0,0.59,0.65,0.63,0.61,0.0,0.0,0.0,0.0,0.51,0.65,0.45,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.54,0.52,0.0
0.0,0.0,0.59,0.63,0.62,0.61,0.0,0.0,0.0,0.0,0.51,0.65,0.45,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.52,0.52,0.0
0.0,0.0,0.57,0.65,0.62,0.61,0.0,0.0,0.0,0.0,0.51,0.65,0.45,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.54,0.52,0.0
0.52,0.52,0.59,0.63,0.63,0.61,0.0,0.0,0.0,0.0,0.51,0.65,0.46,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.5,0.0,0.0,0.55,0.5,0.0
